,Open_Time,Open,High,Low,Close,Volume,MA_9,MA_27,20sma,sDev,LowerBandBB,UpperBandBB,H-L,H-PC,L-PC,TR,ATR_20,UpperBandKCLow,LowerBandKCLow,UpperBandKCMid,LowerBandKCMid,UpperBandKCHigh,LowerBandKCHigh,preSqueeze,originalSqueeze,extrSqueeze,preSqueezeIn,preSqueezeOut,originalSqueezeIn,originalSqueezeOut,extrSqueezeIn,extrSqueezeOut,squeeze,max_high,min_low,MA_20,K,x,y,x2,xy,momo,val,dir,momentum,ACTION,Trigger
604,20210520 08:59:00,0.8695,0.8808,0.8695,0.876,6512.73019958,0.8641776303987081,0.8769140462173608,0.86693,0.014842261850621957,0.837245476298756,0.896614523701244,0.011299999999999977,0.013600000000000056,0.0023000000000000798,0.013600000000000056,0.01748500000000001,0.9019,0.8319599999999999,0.8931575,0.8407024999999999,0.884415,0.849445,True,False,False,True,False,False,False,False,False,pink,0.906,0.84,0.870729737906996,1.743729737906996,604,0.004135131046501983,364816,2.4976191520871978,-0.9801031051629328,neg,up,yellow,close,NO
605,20210520 09:00:00,0.8762,0.898,0.8742,0.898,9945.43481575,0.8709421043189666,0.8784201857732636,0.86679,0.01451557783900878,0.8377588443219823,0.8958211556780176,0.023800000000000043,0.02200000000000002,0.0018000000000000238,0.023800000000000043,0.018175000000000014,0.9031399999999999,0.83044,0.8940524999999999,0.8395275,0.884965,0.8486149999999999,True,False,False,True,False,False,False,False,False,pink,0.8996,0.84,0.8733269057253773,1.743126905725377,605,0.026436547137311472,366025,15.994111018073442,-0.04732457813618751,neg,up,yellow,close,NO
606,20210520 09:01:00,0.8981,0.8987,0.8868,0.8946,21811.830535243167,0.8756736834551733,0.8795758867894591,0.8670450000000001,0.014973115380936883,0.8370987692381263,0.8969912307618738,0.011900000000000022,0.0007000000000000339,0.011199999999999988,0.011900000000000022,0.018110000000000008,0.9032650000000001,0.830825,0.8942100000000001,0.8398800000000001,0.885155,0.8489350000000001,True,False,False,False,True,False,False,False,False,yellow,0.8987,0.84,0.875352914703913,1.744702914703913,606,0.022248542648043435,367236,13.482616844714322,0.6483593952886224,pos,up,cyan,close,NO
607,20210520 09:02:00,0.8946,0.8984,0.8847,0.8916,15307.48829776,0.8788589467641387,0.8804347520187835,0.8681700000000001,0.015949099958116903,0.8362718000837663,0.9000681999162339,0.013699999999999934,0.0038000000000000256,0.009899999999999909,0.013699999999999934,0.017610000000000008,0.9033900000000001,0.8329500000000001,0.8945850000000001,0.8417550000000001,0.8857800000000001,0.8505600000000001,True,False,False,False,True,False,False,False,False,yellow,0.8987,0.84,0.8769002561606832,1.7462502561606832,607,0.018474871919658353,368449,11.214247255232621,1.0719527181838329,pos,up,cyan,close,NO
608,20210520 09:03:00,0.8917,0.8956,0.8837,0.8868,14036.461393231659,0.880447157411311,0.8808894125888704,0.869245,0.01646180507466019,0.8363213898506796,0.9021686101493205,0.01189999999999991,0.0040000000000000036,0.007899999999999907,0.01189999999999991,0.017085,0.9034150000000001,0.835075,0.8948725000000001,0.8436175,0.8863300000000001,0.85216,True,False,False,True,False,False,False,False,False,pink,0.8987,0.84,0.8778430889072849,1.7471930889072849,608,0.013203455546357601,369664,8.027700972185421,1.3275099423027292,pos,up,cyan,close,NO
609,20210520 09:04:00,0.8874,0.8949,0.8866,0.8901,3278.52032263,0.8823777259290488,0.8815473116896655,0.87102,0.01671159698187238,0.8375968060362553,0.9044431939637447,0.008299999999999974,0.008099999999999996,0.00019999999999997797,0.008299999999999974,0.016285,0.90359,0.83845,0.8954475000000001,0.8465925,0.887305,0.854735,False,False,False,False,False,False,False,False,False,green,0.8987,0.84,0.8790104137732578,1.7483604137732578,609,0.015919793113371106,370881,9.695154006043003,1.5192760022215923,pos,up,cyan,NO,NO
610,20210520 09:05:00,0.8938,0.8944,0.8795,0.8819,7041.56528336,0.8822821807432392,0.8815725037118322,0.8719049999999999,0.016799858238759614,0.8383052835224807,0.9055047164775192,0.014900000000000024,0.0042999999999999705,0.010600000000000054,0.014900000000000024,0.016360000000000003,0.9046249999999999,0.839185,0.8964449999999999,0.8473649999999999,0.888265,0.8555449999999999,False,False,False,False,False,False,False,False,False,green,0.8987,0.84,0.879285612461519,1.748635612461519,610,0.0075821937692405195,372100,4.625138199236717,1.5871561788799449,pos,up,cyan,NO,NO
611,20210520 09:06:00,0.8849,0.9006,0.8823,0.9006,3430.19294639,0.8859457445945913,0.8829316105895584,0.8729100000000001,0.017905891415082725,0.8370982171698347,0.9087217828301655,0.018299999999999983,0.01869999999999994,0.00039999999999995595,0.01869999999999994,0.01628,0.9054700000000001,0.84035,0.8973300000000001,0.8484900000000001,0.88919,0.8566300000000001,False,False,False,False,False,False,False,False,False,green,0.9006,0.84,0.8813155541318507,1.7516155541318508,611,0.02479222293407457,373321,15.148048212719562,2.091222937354198,pos,up,cyan,NO,NO
612,20210520 09:07:00,0.9009,0.906,0.8914,0.895,25980.651140540544,0.8877565956756731,0.8837936384045899,0.8736,0.018498250272882724,0.8366034994542346,0.9105965005457655,0.014600000000000057,0.005400000000000071,0.009199999999999986,0.014600000000000057,0.016415000000000003,0.9064300000000001,0.84077,0.8982225,0.8489775,0.890015,0.8571850000000001,False,False,False,False,False,False,False,False,False,green,0.906,0.84,0.882618834690722,1.755618834690722,612,0.01719058265463902,374544,10.52063658463908,2.427116671211782,pos,up,cyan,NO,NO
613,20210520 09:08:00,0.8957,0.8963,0.8868,0.8896,11602.22969377,0.8881252765405385,0.8842083785185477,0.8743549999999999,0.01884187595421416,0.8366712480915716,0.9120387519084282,0.009499999999999953,0.0012999999999999678,0.008199999999999985,0.009499999999999953,0.016239999999999997,0.9068349999999998,0.8418749999999999,0.8987149999999999,0.8499949999999998,0.8905949999999999,0.8581149999999999,False,False,False,False,False,False,False,False,False,green,0.906,0.84,0.8832837075773198,1.7562837075773197,613,0.011458146211340114,375769,7.02384362755149,2.584581750143622,pos,up,cyan,NO,NO
614,20210520 09:09:00,0.8928,0.8944,0.8836,0.8858,7556.66006374,0.8876602212324309,0.8843220657672229,0.87507,0.018998506866546198,0.8370729862669076,0.9130670137330924,0.01079999999999992,0.0048000000000000265,0.005999999999999894,0.01079999999999992,0.015749999999999993,0.90657,0.84357,0.898695,0.851445,0.8908200000000001,0.85932,False,False,False,False,False,False,False,False,False,green,0.906,0.84,0.8835233544747179,1.7565233544747179,614,0.007538322762641103,376996,4.628530176261638,2.6128630800619224,pos,up,cyan,NO,NO
615,20210520 09:10:00,0.8833,0.8833,0.8712,0.8712,11608.81552015,0.8843681769859447,0.8833847753552785,0.8754249999999999,0.018848478229800278,0.8377280435403993,0.9131219564596005,0.0121,0.0025000000000000577,0.014600000000000057,0.014600000000000057,0.015584999999999993,0.9065949999999999,0.8442549999999999,0.8988024999999998,0.8520475,0.8910099999999999,0.8598399999999999,False,False,False,False,False,False,False,False,False,green,0.906,0.84,0.8823497016676018,1.7553497016676018,615,-0.006474850833800949,378225,-3.9820332627875836,2.289524079239591,pos,dn,blue,NO,NO
616,20210520 09:11:00,0.8708,0.8772,0.864,0.864,11900.46596865,0.8802945415887558,0.8820001485441873,0.876215,0.01795738449482671,0.8403002310103466,0.9121297689896534,0.01319999999999999,0.006000000000000005,0.007199999999999984,0.01319999999999999,0.01529999999999999,0.9068149999999999,0.845615,0.899165,0.8532649999999999,0.891515,0.860915,False,False,False,False,False,False,False,False,False,green,0.906,0.84,0.8806021110325922,1.7536021110325923,616,-0.012801055516296178,379456,-7.885450198038446,1.7004282485638345,pos,dn,blue,close,NO
617,20210520 09:12:00,0.8653,0.8719,0.8585,0.8637,8477.486815689952,0.8769756332710047,0.8806929950767454,0.8768899999999998,0.017164249872467924,0.8425615002550639,0.9112184997449357,0.013399999999999967,0.007900000000000018,0.005499999999999949,0.013399999999999967,0.015244999999999986,0.9073799999999999,0.8463999999999998,0.8997574999999998,0.8540224999999999,0.8921349999999998,0.8616449999999999,False,False,False,False,False,False,False,False,False,green,0.906,0.84,0.8789923861723453,1.7519923861723452,617,-0.01229619308617258,380689,-7.586751134168482,1.1258823609456847,pos,dn,blue,close,NO
618,20210520 09:13:00,0.862,0.878,0.862,0.878,2917.16475872,0.8771805066168038,0.8805006382855494,0.8787899999999998,0.014807142657667322,0.8491757146846652,0.9084042853153345,0.016000000000000014,0.01429999999999998,0.0017000000000000348,0.016000000000000014,0.015529999999999988,0.9098499999999998,0.8477299999999999,0.9020849999999998,0.8554949999999999,0.8943199999999998,0.8632599999999999,True,False,False,True,False,False,False,False,False,pink,0.906,0.8427,0.8788978732035506,1.7532478732035506,618,0.001376063398224714,381924,0.8504071801028732,0.7331486667055381,pos,dn,blue,close,NO
619,20210520 09:14:00,0.8784,0.886,0.8715,0.8825,11256.84804843,0.8782444052934432,0.8806434498365816,0.88002,0.013979104707432119,0.8520617905851358,0.9079782094148643,0.014499999999999957,0.008000000000000007,0.00649999999999995,0.014499999999999957,0.015139999999999987,0.9103,0.84974,0.90273,0.85731,0.89516,0.8648800000000001,True,False,False,True,False,False,False,False,False,pink,0.906,0.845,0.8792409328984506,1.7547409328984505,619,0.005129533550774723,383161,3.1751812679295535,0.5455732834825352,pos,dn,blue,close,NO
620,20210520 09:15:00,0.878,0.8898,0.8776,0.8812,14161.45135064,0.8788355242347545,0.8806832034196829,0.8803449999999999,0.013924362406277358,0.8524962751874452,0.9081937248125547,0.012199999999999989,0.007300000000000084,0.004899999999999904,0.012199999999999989,0.014684999999999986,0.9097149999999999,0.8509749999999999,0.9023724999999999,0.8583175,0.8950299999999999,0.86566,True,False,False,True,False,False,False,False,False,pink,0.906,0.845,0.8794275107176459,1.7549275107176459,620,0.0037362446411770556,384400,2.3164716775297745,0.4761853517215045,pos,dn,blue,close,NO
621,20210520 09:16:00,0.8843,0.8868,0.8798,0.8868,4681.39956576,0.8804284193878036,0.881120117461134,0.881915,0.01267817332850686,0.8565586533429863,0.9072713466570137,0.007000000000000006,0.005600000000000049,0.0013999999999999568,0.007000000000000006,0.01400499999999999,0.909925,0.853905,0.9029225,0.8609075,0.89592,0.86791,True,False,False,True,False,False,False,False,False,pink,0.906,0.845,0.8801296525540606,1.7556296525540604,621,0.008985173722969808,385641,5.57979288196425,0.31650443387058746,pos,dn,blue,close,NO
622,20210520 09:17:00,0.8873,0.8953,0.885,0.885,13965.183164419364,0.881342735510243,0.8813972519281957,0.8834799999999999,0.010805534644230216,0.8618689307115395,0.9050910692884604,0.010299999999999976,0.008499999999999952,0.0018000000000000238,0.010299999999999976,0.013614999999999988,0.9107099999999999,0.85625,0.9039024999999999,0.8630574999999999,0.897095,0.8698649999999999,True,False,False,True,False,False,False,False,False,pink,0.906,0.849,0.8805934951679596,1.7580934951679597,622,0.005953252416020183,386884,3.7029230027645537,0.05490537214264957,pos,dn,blue,close,NO
623,20210520 09:18:00,0.8896,0.8925,0.885,0.885,37493.30018764,0.8820741884081945,0.8816545910761817,0.88437,0.010104355496531629,0.8641612890069368,0.9045787109930632,0.007499999999999951,0.007499999999999951,0.0,0.007499999999999951,0.013019999999999986,0.9104099999999999,0.85833,0.9038999999999999,0.86484,0.89739,0.87135,True,False,False,True,False,False,False,False,False,pink,0.906,0.8585,0.8810131622948206,1.7632631622948205,623,0.0033684188525897607,388129,2.0985249451634207,-0.15241384697292082,neg,dn,red,NO,NO
624,20210520 09:19:00,0.8869,0.8909,0.8864,0.8906,12771.899607296804,0.8837793507265557,0.8822935488564544,0.8850999999999999,0.0099946301371904,0.8651107397256191,0.9050892602743806,0.0045000000000000595,0.005900000000000016,0.0013999999999999568,0.005900000000000016,0.012634999999999985,0.9103699999999999,0.8598299999999999,0.9040524999999998,0.8661475,0.8977349999999998,0.8724649999999999,True,False,False,True,False,False,False,False,False,pink,0.906,0.8585,0.8819261944572185,1.7641761944572185,624,0.00851190277139069,389376,5.31142732934779,-0.19006490916709806,neg,dn,red,NO,NO
625,20210520 09:20:00,0.8912,0.9016,0.8905,0.9016,5907.05853313,0.8873434805812446,0.8836725810809933,0.8852800000000001,0.010267865047412032,0.864744269905176,0.9058157300948241,0.011099999999999999,0.01100000000000001,9.999999999998899e-05,0.011099999999999999,0.011999999999999983,0.9092800000000001,0.86128,0.9032800000000001,0.86728,0.8972800000000001,0.8732800000000001,True,False,False,False,True,False,False,False,False,yellow,0.906,0.8585,0.8837998902231978,1.7660498902231978,625,0.018575054888401055,390625,11.60940930525066,0.17593276925664814,pos,up,cyan,buy,NO
626,20210520 09:21:00,0.8962,0.8962,0.8901,0.891,46817.27905344,0.8880747844649957,0.8841959681466367,0.8850999999999999,0.010126463506979223,0.8648470729860415,0.9053529270139583,0.006099999999999994,0.00539999999999996,0.011499999999999955,0.011499999999999955,0.01197999999999998,0.9090599999999999,0.8611399999999999,0.9030699999999998,0.86713,0.8970799999999999,0.8731199999999999,True,False,False,True,False,False,False,False,False,pink,0.906,0.8585,0.8844856149638456,1.7667356149638456,626,0.00763219251807723,391876,4.777752516316346,0.30805651912353404,pos,up,cyan,NO,NO
627,20210520 09:22:00,0.89,0.89,0.883,0.883,18310.83792158,0.8870598275719966,0.8841105418504482,0.8846700000000001,0.010017936545609939,0.8646341269087802,0.90470587309122,0.007000000000000006,0.0010000000000000009,0.008000000000000007,0.008000000000000007,0.011694999999999983,0.9080600000000001,0.86128,0.9022125000000001,0.8671275,0.8963650000000001,0.8729750000000001,True,False,False,False,True,False,False,False,False,yellow,0.906,0.8585,0.8843441278244317,1.7665941278244317,627,-0.0002970639122158447,393129,-0.18625907295933464,0.27606644247244183,pos,dn,blue,NO,NO
628,20210520 09:23:00,0.8857,0.8981,0.8857,0.8943,11504.62817094,0.8885078620575975,0.8848383602897019,0.8850449999999999,0.01023978181306783,0.8645654363738642,0.9055245636261355,0.012399999999999967,0.015100000000000002,0.0027000000000000357,0.015100000000000002,0.011854999999999987,0.9087549999999999,0.8613349999999999,0.9028274999999999,0.8672624999999998,0.8968999999999998,0.8731899999999999,True,False,False,False,True,False,False,False,False,yellow,0.906,0.8585,0.8852923061268667,1.7675423061268667,628,0.010528846936566638,394384,6.612115876163848,0.419231883324897,pos,up,cyan,buy,NO
629,20210520 09:24:00,0.8943,0.905,0.8937,0.8991,9810.00862087,0.890626289646078,0.8858570488404375,0.885495,0.01066264877728112,0.8641697024454378,0.9068202975545623,0.011299999999999977,0.010700000000000043,0.0005999999999999339,0.011299999999999977,0.012004999999999988,0.909505,0.8614850000000001,0.9035025,0.8674875000000001,0.8975,0.8734900000000001,True,False,False,False,True,False,False,False,False,yellow,0.906,0.8585,0.8866073245909748,1.7688573245909747,629,0.014671337704512677,395641,9.228271416138474,0.6703135406957522,pos,up,cyan,buy,NO
630,20210520 09:25:00,0.8967,0.8967,0.8895,0.8963,3878.52312448,0.8917610317168625,0.8866029739232634,0.886215,0.010890859276923836,0.8644332814461523,0.9079967185538477,0.007200000000000095,0.0023999999999999577,0.009600000000000053,0.009600000000000053,0.01173999999999999,0.9096949999999999,0.862735,0.903825,0.868605,0.897955,0.874475,True,False,False,True,False,False,False,False,False,pink,0.906,0.8585,0.8875304365346915,1.7697804365346914,630,0.011409781732654278,396900,7.188162491572196,0.7792309585881605,pos,up,cyan,NO,NO
631,20210520 09:26:00,0.8961,0.899,0.89,0.8979,12515.54006047367,0.8929888253734901,0.887409904357316,0.88608,0.010718532892551378,0.8646429342148972,0.9075170657851027,0.009000000000000008,0.0027000000000000357,0.006299999999999972,0.009000000000000008,0.011254999999999992,0.90859,0.86357,0.9029625,0.8691975,0.897335,0.874825,True,False,False,True,False,False,False,False,False,pink,0.906,0.8585,0.8885180140075781,1.770768014007578,631,0.012515992996210978,398161,7.897591580609127,1.0753246087913337,pos,up,cyan,NO,NO
632,20210520 09:27:00,0.899,0.9122,0.899,0.9042,31563.97879086633,0.8952310602987921,0.8886091969032219,0.8865399999999999,0.011302975854091625,0.8639340482918166,0.9091459517081831,0.01319999999999999,0.01429999999999998,0.0010999999999999899,0.01429999999999998,0.01123999999999999,0.9090199999999998,0.8640599999999999,0.9033999999999999,0.8696799999999999,0.8977799999999999,0.8752999999999999,False,False,False,False,False,False,False,False,False,green,0.9122,0.8585,0.8900115364830469,1.775361536483047,632,0.01651923175847647,399424,10.440154471357129,1.3872851902662409,pos,up,cyan,NO,NO
633,20210520 09:28:00,0.9041,0.9077,0.8999,0.9044,8048.16022036,0.8970648482390338,0.8897371114101348,0.8872800000000002,0.01197816434404342,0.8633236713119133,0.911236328688087,0.007799999999999918,0.0034999999999999476,0.0042999999999999705,0.007799999999999918,0.011154999999999988,0.9095900000000001,0.8649700000000002,0.9040125000000001,0.8705475000000003,0.8984350000000002,0.8761250000000002,False,False,False,False,False,False,False,False,False,green,0.9122,0.8585,0.8913818663418044,1.7767318663418044,633,0.016034066829097804,400689,10.14956430281891,1.633870274187088,pos,up,cyan,NO,NO
634,20210520 09:29:00,0.9044,0.9085,0.8995,0.8995,5939.0282936,0.8975518785912271,0.8904344605951251,0.887965,0.01227707641352116,0.8634108471729577,0.9125191528270423,0.009000000000000008,0.0040999999999999925,0.0049000000000000155,0.009000000000000008,0.011064999999999992,0.910095,0.865835,0.9045624999999999,0.8713675000000001,0.89903,0.8769,False,False,False,False,False,False,False,False,False,green,0.9122,0.8585,0.8921550219282991,1.7775050219282993,634,0.010747489035850322,401956,6.813908048729104,1.7365407922910192,pos,up,cyan,NO,NO
635,20210520 09:30:00,0.8994,0.909,0.8977,0.909,16228.4616371,0.8998415028729818,0.8917605705526161,0.8898550000000001,0.012468422219024092,0.8649181555619518,0.9147918444380483,0.011299999999999977,0.009500000000000064,0.0017999999999999128,0.011299999999999977,0.010899999999999988,0.911655,0.8680550000000001,0.906205,0.8735050000000001,0.9007550000000001,0.878955,False,False,False,False,False,False,False,False,False,green,0.9122,0.8585,0.8937593055541754,1.7791093055541753,635,0.019445347222912357,403225,12.347795486549346,1.8560267032302513,pos,up,cyan,NO,NO
636,20210520 09:31:00,0.9082,0.9082,0.9035,0.9037,3296.712606254302,0.9006132022983855,0.8926133869417151,0.89184,0.011234739357071087,0.8693705212858578,0.9143094787141421,0.0047000000000000375,0.0008000000000000229,0.00550000000000006,0.00550000000000006,0.010514999999999991,0.91287,0.87081,0.9076124999999999,0.8760675,0.9023549999999999,0.881325,False,False,False,False,False,False,False,False,False,green,0.9122,0.8585,0.8947060383585398,1.78005603835854,636,0.013671980820729956,404496,8.695379801984252,1.7680020512212624,pos,dn,blue,NO,NO
637,20210520 09:32:00,0.9037,0.9037,0.8946,0.897,9526.06413438936,0.8998905618387084,0.8929267164458783,0.893505,0.009111847406435208,0.8752813051871295,0.9117286948128704,0.009099999999999997,0.0,0.009099999999999997,0.009099999999999997,0.010299999999999993,0.914105,0.872905,0.908955,0.878055,0.903805,0.883205,True,False,False,True,False,False,False,False,False,pink,0.9122,0.862,0.8949245108958218,1.782024510895822,637,0.005987744552089058,405769,3.81419327968073,1.504500155187971,pos,dn,blue,NO,NO
638,20210520 09:33:00,0.8977,0.9101,0.8977,0.9059,38665.31810069,0.9010924494709668,0.893853379556887,0.8949000000000001,0.00874131147574843,0.8774173770485033,0.912382622951497,0.012399999999999967,0.0131,0.0007000000000000339,0.0131,0.010154999999999992,0.9152100000000001,0.8745900000000002,0.9101325000000001,0.8796675000000002,0.9050550000000002,0.8847450000000001,True,False,False,True,False,False,False,False,False,pink,0.9122,0.8715,0.8959697955724103,1.7878197955724104,638,0.011990102213794818,407044,7.649685212401094,1.4630732696586546,pos,dn,blue,NO,NO
639,20210520 09:34:00,0.9084,0.909,0.8977,0.9002,28898.410302179556,0.9009139595767734,0.894306709588538,0.895785,0.008304930368239816,0.8791751392635204,0.9123948607364797,0.011299999999999977,0.0030999999999999917,0.008199999999999985,0.011299999999999977,0.009994999999999993,0.915775,0.8757950000000001,0.9107775,0.8807925000000001,0.90578,0.8857900000000001,True,False,False,True,False,False,False,False,False,pink,0.9122,0.8776,0.8963726721845616,1.7912726721845615,639,0.004563663907719229,408321,2.9161812370325872,1.3060986045218463,pos,dn,blue,NO,NO
640,20210520 09:35:00,0.8993,0.9088,0.8976,0.906,757.72833924,0.9019311676614188,0.8951419446179282,0.897025,0.00785170950210966,0.8813215809957806,0.9127284190042193,0.011200000000000099,0.008600000000000052,0.0026000000000000467,0.011200000000000099,0.009944999999999999,0.9169149999999999,0.877135,0.9119425,0.8821074999999999,0.9069699999999999,0.88708,True,False,False,True,False,False,False,False,False,pink,0.9122,0.8798,0.8972895605479368,1.7932895605479369,640,0.009355219726031594,409600,5.98734062466022,1.224985472117883,pos,dn,blue,NO,NO
641,20210520 09:36:00,0.9082,0.9097,0.8986,0.902,11455.4572729,0.901944934129135,0.8956318057166475,0.897785,0.0075393197375835655,0.882706360524833,0.9128636394751671,0.011099999999999999,0.0036999999999999256,0.007400000000000073,0.011099999999999999,0.010149999999999998,0.918085,0.8774850000000001,0.9130100000000001,0.88256,0.907935,0.8876350000000001,True,True,False,True,False,True,False,False,False,red,0.9122,0.883,0.8977381738290857,1.7953381738290857,641,0.004330913085457189,410881,2.776115287778058,1.0950259713721426,pos,dn,blue,NO,NO
642,20210520 09:37:00,0.8986,0.8997,0.8943,0.8956,3997.71820262616,0.9006759473033081,0.8956295338797441,0.898315,0.00694218796089987,0.8844306240782003,0.9121993759217997,0.005400000000000071,0.0022999999999999687,0.00770000000000004,0.00770000000000004,0.010020000000000001,0.918355,0.8782749999999999,0.913345,0.883285,0.908335,0.888295,True,True,False,True,False,True,False,False,False,red,0.9122,0.883,0.8975345382263157,1.7951345382263155,642,-0.00196726911315781,412164,-1.2629867706473141,0.8244299604936292,pos,dn,blue,NO,NO
643,20210520 09:38:00,0.8973,0.9049,0.896,0.8967,10887.94248923,0.8998807578426464,0.8957059957454765,0.8989,0.006216108107188209,0.8864677837856236,0.9113322162143764,0.008900000000000019,0.009300000000000086,0.00040000000000006697,0.009300000000000086,0.010110000000000008,0.91912,0.87868,0.914065,0.883735,0.9090100000000001,0.88879,True,True,False,True,False,True,False,False,False,red,0.9122,0.883,0.8974550583952381,1.795055058395238,643,-0.0008275291976189703,413449,-0.5321012740689979,0.560467243165369,pos,dn,blue,NO,NO
644,20210520 09:39:00,0.8988,0.9006,0.8946,0.9006,3492.773548374468,0.9000246062741173,0.8960555674779426,0.8994000000000002,0.005907889461981028,0.8875842210760382,0.9112157789239622,0.006000000000000005,0.0038999999999999035,0.002100000000000102,0.006000000000000005,0.010115000000000008,0.9196300000000002,0.8791700000000002,0.9145725000000002,0.8842275000000002,0.9095150000000002,0.8892850000000002,True,True,False,True,False,True,False,False,False,red,0.9122,0.883,0.8977545766433108,1.7953545766433108,644,0.0029227116783445695,414736,1.8822263208539027,0.423580907084703,pos,dn,blue,NO,NO
645,20210520 09:40:00,0.8992,0.9063,0.8968,0.8968,5549.9017973,0.8993796850192939,0.8961087412295181,0.89916,0.005911309410580591,0.8873373811788388,0.9109826188211612,0.009499999999999953,0.005700000000000038,0.0037999999999999146,0.009499999999999953,0.010035000000000006,0.91923,0.8790899999999999,0.9142125,0.8841074999999999,0.909195,0.8891249999999999,True,True,False,False,True,False,True,False,False,red,0.9122,0.883,0.8976636645820433,1.7952636645820432,645,-0.0008318322910215725,416025,-0.5365318277089143,0.32558340572880207,pos,dn,blue,NO,NO
646,20210520 09:41:00,0.8995,0.9041,0.8961,0.9041,1312.89249471,0.9003237480154351,0.8966795454274097,0.899815,0.005680833426646243,0.8884533331467075,0.9111766668532926,0.008000000000000007,0.007299999999999973,0.0007000000000000339,0.008000000000000007,0.009860000000000008,0.919535,0.8800950000000001,0.914605,0.8850250000000001,0.909675,0.889955,True,True,False,True,False,True,False,False,False,red,0.9122,0.883,0.898276648907563,1.795876648907563,646,0.0061616755462184924,417316,3.980442402857146,0.2757608364732267,pos,dn,blue,NO,NO
647,20210520 09:42:00,0.9032,0.9144,0.9013,0.9013,10824.7043639,0.9005189984123483,0.8970095778968805,0.9007299999999999,0.004077421786043129,0.8925751564279136,0.9088848435720862,0.0131,0.010299999999999976,0.0028000000000000247,0.0131,0.010115000000000008,0.9209599999999999,0.8805,0.9159025,0.8855574999999999,0.9108449999999999,0.8906149999999999,True,True,True,True,False,True,False,True,False,dark_red,0.9144,0.8857,0.8985645871068426,1.7986145871068426,647,0.0019927064465786737,418609,1.289281070936402,0.07132272960118646,pos,dn,blue,NO,NO
648,20210520 09:43:00,0.9014,0.903,0.8959,0.8959,9141.26531992,0.8995951987298786,0.8969303223328176,0.9008100000000001,0.003958588265136685,0.8928928234697268,0.9087271765302735,0.007099999999999995,0.0017000000000000348,0.00539999999999996,0.007099999999999995,0.009715000000000007,0.9202400000000002,0.88138,0.9153825000000001,0.8862375000000001,0.9105250000000001,0.8910950000000001,True,True,True,True,False,True,False,True,False,dark_red,0.9144,0.8895,0.898310816906191,1.8002608169061909,648,-0.004230408453095413,419904,-2.741304677605828,-0.1436995031516064,neg,dn,red,NO,NO
649,20210520 09:44:00,0.8979,0.8992,0.8937,0.8967,10747.77512924,0.899016158983903,0.8969138707376163,0.90069,0.004048508497320726,0.8925929830053585,0.9087870169946415,0.005499999999999949,0.0032999999999999696,0.0021999999999999797,0.005499999999999949,0.009425000000000006,0.91954,0.88184,0.9148275,0.8865525,0.910115,0.891265,True,True,True,False,True,False,True,False,True,dark_red,0.9144,0.8895,0.8981574057722681,1.8001074057722681,649,-0.0033537028861340135,421201,-2.1765531731009746,-0.27993050284982335,neg,dn,red,NO,NO
650,20210520 09:45:00,0.8944,0.8949,0.8915,0.8915,3194.778336515425,0.8975129271871225,0.8965271656849295,0.90045,0.004445281353979362,0.8915594372920412,0.9093405627079587,0.0034000000000000696,0.0018000000000000238,0.0052000000000000934,0.0052000000000000934,0.009205000000000008,0.91886,0.8820399999999999,0.9142575,0.8866425,0.909655,0.891245,True,True,True,False,True,False,True,False,True,dark_red,0.9144,0.89,0.8975233671272903,1.7997233671272903,650,-0.008361683563645195,422500,-5.435094316369376,-0.5160323597221295,neg,dn,red,NO,NO
651,20210520 09:46:00,0.8919,0.9,0.8919,0.8975,2056.87374206,0.8975103417496981,0.8965966538502917,0.9004300000000001,0.004458238972631378,0.8915135220547373,0.9093464779452628,0.008099999999999996,0.008500000000000063,0.00040000000000006697,0.008500000000000063,0.009180000000000011,0.9187900000000001,0.88207,0.9142000000000001,0.88666,0.90961,0.8912500000000001,True,True,True,False,True,False,True,False,True,dark_red,0.9144,0.8915,0.8975211416865959,1.8004711416865957,651,-0.0027355708432978965,423801,-1.7808566189869306,-0.6083422030142005,neg,dn,red,NO,NO
652,20210520 09:47:00,0.8994,0.9063,0.8994,0.903,10707.14729503303,0.8986082733997586,0.897054035718128,0.90037,0.00441267313663426,0.8915446537267315,0.9091953462732685,0.006900000000000017,0.00880000000000003,0.0019000000000000128,0.00880000000000003,0.008905000000000014,0.91818,0.88256,0.9137275,0.8870125,0.909275,0.891465,True,True,True,True,False,True,False,True,False,dark_red,0.9144,0.8915,0.898042937716444,1.800992937716444,652,0.002503531141778037,425104,1.6323023044392801,-0.5415341020465037,neg,up,yellow,NO,NO
653,20210520 09:48:00,0.9017,0.9033,0.8928,0.8928,6144.1772891,0.8974466187198069,0.896750176023976,0.89979,0.004612899533429237,0.8905642009331415,0.9090157990668585,0.010499999999999954,0.00029999999999996696,0.010199999999999987,0.010499999999999954,0.009040000000000015,0.91787,0.88171,0.91335,0.88623,0.90883,0.8907499999999999,True,True,False,False,True,False,True,False,False,red,0.9144,0.8915,0.8975436103148777,1.8004936103148776,653,-0.007446805157438785,426409,-4.862763767807527,-0.6443471807629497,neg,dn,red,NO,NO
