,Open_Time,Open,High,Low,Close,Volume,MA_9,MA_27,20sma,sDev,LowerBandBB,UpperBandBB,H-L,H-PC,L-PC,TR,ATR_20,UpperBandKCLow,LowerBandKCLow,UpperBandKCMid,LowerBandKCMid,UpperBandKCHigh,LowerBandKCHigh,preSqueeze,originalSqueeze,extrSqueeze,preSqueezeIn,preSqueezeOut,originalSqueezeIn,originalSqueezeOut,extrSqueezeIn,extrSqueezeOut,squeeze,max_high,min_low,MA_20,K,x,y,x2,xy,momo,val,dir,momentum,ACTION,Trigger
129,20210520 01:04:00,1.0666,1.0666,1.0494,1.0576,25357.69808009958,1.0569651625288972,1.042180478160327,1.051035,0.012080139202757051,1.0268747215944858,1.075195278405514,0.017199999999999882,0.0019000000000000128,0.019099999999999895,0.019099999999999895,0.012285000000000013,1.075605,1.026465,1.0694625,1.0326075,1.06332,1.0387499999999998,True,False,False,True,False,False,False,False,False,pink,1.0744,1.0244,1.0479220407910403,2.09732204079104,129,0.00893897960448009,16641,1.1531283689779317,0.6369029868228099,pos,up,cyan,NO,NO
130,20210520 01:05:00,1.0552,1.069,1.0552,1.0611,6691.249575295544,1.0577921300231177,1.0435319547288522,1.051445,0.012284199307715278,1.0268766013845694,1.0760133986154305,0.013800000000000034,0.011399999999999855,0.0024000000000001798,0.013800000000000034,0.012485000000000013,1.076415,1.026475,1.0701725,1.0327175,1.06393,1.0389599999999999,True,False,False,True,False,False,False,False,False,pink,1.0744,1.0244,1.0491770870641752,2.098577087064175,130,0.011811456467912373,16900,1.5354893408286086,0.7364992545507056,pos,up,cyan,NO,NO
131,20210520 01:06:00,1.0608,1.061,1.0533,1.0558,5979.390717949436,1.0573937040184942,1.0444082931412935,1.05145,0.012286042572991382,1.0268779148540172,1.0760220851459827,0.00770000000000004,9.999999999998899e-05,0.007800000000000029,0.007800000000000029,0.012590000000000013,1.07663,1.02627,1.070335,1.032565,1.06404,1.03886,True,False,False,True,False,False,False,False,False,pink,1.0744,1.0244,1.0498078418315977,2.0992078418315976,131,0.006196079084201278,17161,0.8116863600303674,0.7663447669572276,pos,up,cyan,NO,NO
132,20210520 01:07:00,1.0542,1.066,1.0525,1.0614,16274.86022833288,1.0581949632147956,1.0456220501047082,1.05167,0.012429214312302546,1.026811571375395,1.0765284286246053,0.013500000000000068,0.010199999999999987,0.0033000000000000806,0.013500000000000068,0.012835000000000018,1.0773400000000002,1.026,1.0709225000000002,1.0324175,1.064505,1.0388350000000002,True,False,False,False,True,False,False,False,False,yellow,1.0744,1.0244,1.0509118587235171,2.100311858723517,132,0.01124407063824151,17424,1.4842173242478793,0.9033868715483624,pos,up,cyan,buy,NO
133,20210520 01:08:00,1.0619,1.0619,1.0524,1.0561,25592.40764124,1.0577759705718364,1.0463705115240984,1.051815,0.012464867470323366,1.0268852650593532,1.0767447349406467,0.009500000000000064,0.000500000000000167,0.008999999999999897,0.009500000000000064,0.012405000000000022,1.076625,1.027005,1.0704225,1.0332074999999998,1.06422,1.03941,False,False,False,False,False,False,False,False,False,green,1.0744,1.0244,1.0514059681568366,2.1008059681568367,133,0.005697015921581672,17689,0.7577031175703624,0.9132021230439755,pos,up,cyan,NO,NO
134,20210520 01:09:00,1.0547,1.0547,1.048,1.0491,12443.38139852,1.0560407764574689,1.0465654837979752,1.05159,0.012471563443968676,1.0266468731120626,1.0765331268879375,0.006699999999999928,0.0014000000000000679,0.008099999999999996,0.008099999999999996,0.012240000000000018,1.07607,1.02711,1.06995,1.03323,1.06383,1.03935,False,False,False,False,False,False,False,False,False,green,1.0744,1.0244,1.0511863518441882,2.1005863518441883,134,-0.001193175922094225,17956,-0.15988557356062616,0.8107390114566709,pos,dn,blue,NO,NO
135,20210520 01:10:00,1.051,1.0543,1.046,1.0543,3685.937855138541,1.055692621165975,1.0471179724259398,1.051075,0.012113579809022869,1.0268478403819543,1.0753021596180456,0.008299999999999974,0.0052000000000000934,0.0030999999999998806,0.008299999999999974,0.012105000000000022,1.075285,1.026865,1.0692325,1.0329175,1.06318,1.03897,False,False,False,False,False,False,False,False,False,green,1.0744,1.0244,1.051482890127492,2.100882890127492,135,0.0038585549362539773,18225,0.5209049163942869,0.9233794407734308,pos,up,cyan,NO,NO
136,20210520 01:11:00,1.0545,1.0643,1.0545,1.0621,3891.33020392,1.0569740969327799,1.048188158954752,1.05189,0.012287087788238678,1.0273158244235225,1.0764641755764774,0.009800000000000031,0.010000000000000009,0.00019999999999997797,0.010000000000000009,0.01162000000000002,1.0751300000000001,1.0286499999999998,1.06932,1.03446,1.06351,1.04027,False,False,False,False,False,False,False,False,False,green,1.0744,1.0244,1.0524940445707467,2.101894044570747,136,0.011152977714626644,18496,1.5168049691892236,1.0206374321070362,pos,up,cyan,NO,NO
137,20210520 01:12:00,1.0587,1.065,1.0587,1.0642,18958.7864491256,1.0584192775462238,1.0493319032715254,1.052605,0.012577819867992819,1.0274493602640145,1.0777606397359856,0.006299999999999972,0.0028999999999999027,0.0034000000000000696,0.006299999999999972,0.01161000000000002,1.075825,1.029385,1.07002,1.03519,1.0642150000000001,1.040995,False,False,False,False,False,False,False,False,False,green,1.0744,1.0244,1.0536088985880856,2.1030088985880857,137,0.012695550705957181,18769,1.7392904467161339,1.183915042679274,pos,up,cyan,NO,NO
138,20210520 01:13:00,1.0652,1.0755,1.0652,1.0732,9947.052675802404,1.0613754220369789,1.051036824607562,1.05461,0.01250081681542173,1.0296083663691566,1.0796116336308434,0.010299999999999976,0.011299999999999866,0.0009999999999998899,0.011299999999999866,0.011330000000000007,1.07727,1.0319500000000001,1.0716050000000001,1.037615,1.06594,1.04328,False,False,False,False,False,False,False,False,False,green,1.0755,1.0244,1.055474719465051,2.105424719465051,138,0.020487640267474516,19044,2.8272943569114832,1.3201373261613851,pos,up,cyan,NO,NO
139,20210520 01:14:00,1.0734,1.0734,1.0656,1.0671,4070.3581814,1.062520337629583,1.0521842300766548,1.05625,0.011829601586034596,1.0325907968279306,1.0799092031720692,0.007799999999999807,0.00019999999999997797,0.007599999999999829,0.007799999999999807,0.01118499999999999,1.07862,1.03388,1.0730274999999998,1.0394725,1.067435,1.045065,False,False,False,False,False,False,False,False,False,green,1.0755,1.0244,1.0565818899497577,2.106531889949758,139,0.013834055025121028,19321,1.922933648491823,1.3160918694593242,pos,dn,blue,NO,NO
140,20210520 01:15:00,1.0705,1.0758,1.0705,1.0758,6174.697988019297,1.0651762701036664,1.053871119655911,1.0585650000000002,0.010805226561842062,1.0369545468763162,1.0801754531236842,0.005300000000000082,0.008700000000000152,0.0034000000000000696,0.008700000000000152,0.011054999999999992,1.0806750000000003,1.0364550000000001,1.0751475000000001,1.0419825000000003,1.0696200000000002,1.0475100000000002,True,False,False,True,False,False,False,False,False,pink,1.0758,1.0263,1.0584121875060213,2.109462187506021,140,0.02106890624698954,19600,2.9496468745785354,1.3732327520055918,pos,up,cyan,NO,NO
141,20210520 01:16:00,1.0753,1.0785,1.0745,1.0776,2223.300219175907,1.0676610160829332,1.055566085277445,1.0608049999999998,0.009777658475487176,1.0412496830490254,1.0803603169509741,0.0040000000000000036,0.0026999999999999247,0.0013000000000000789,0.0040000000000000036,0.010849999999999993,1.0825049999999998,1.0391049999999997,1.0770799999999998,1.0445299999999997,1.0716549999999998,1.0499549999999997,True,False,False,True,False,False,False,False,False,pink,1.0785,1.03,1.0602395994491753,2.1144895994491755,141,0.020355200275412155,19881,2.870083238833114,1.4036289556988084,pos,up,cyan,NO,NO
142,20210520 01:17:00,1.0761,1.078,1.0749,1.0775,2603.121649922974,1.0696288128663463,1.0571328326090674,1.062485,0.009605221989823809,1.0432745560203522,1.0816954439796476,0.0031000000000001027,0.000400000000000178,0.0026999999999999247,0.0031000000000001027,0.010209999999999997,1.0829049999999998,1.042065,1.0777999999999999,1.04717,1.072695,1.0522749999999998,True,False,False,True,False,False,False,False,False,pink,1.0785,1.0397,1.0618834481212989,2.120983448121299,142,0.017008275939350392,20164,2.4151751833877557,1.4357595446250866,pos,up,cyan,NO,NO
143,20210520 01:18:00,1.0754,1.0851,1.0754,1.0809,22478.371939196364,1.0718830502930767,1.0588305268017393,1.0640699999999998,0.009908321861212233,1.0442533562775753,1.0838866437224244,0.009700000000000042,0.007600000000000051,0.0020999999999999908,0.009700000000000042,0.009760000000000001,1.0835899999999998,1.0445499999999999,1.0787099999999998,1.0494299999999999,1.0738299999999998,1.0543099999999999,False,False,False,False,False,False,False,False,False,green,1.0851,1.0458,1.0636945492976535,2.1291445492976537,143,0.016327725351173106,20449,2.334864725217754,1.4812569495267567,pos,up,cyan,NO,NO
144,20210520 01:19:00,1.0816,1.0823,1.0748,1.0764,22046.77684899,1.0727864402344613,1.0600855162039724,1.0654050000000002,0.009666027050835514,1.046072945898329,1.0847370541016712,0.007500000000000062,0.0014000000000000679,0.006099999999999994,0.007500000000000062,0.009805000000000008,1.0850150000000003,1.045795,1.0801125000000003,1.0506975,1.0752100000000002,1.0556,True,False,False,True,False,False,False,False,False,pink,1.0851,1.0458,1.0649045928246283,2.130354592824628,144,0.011222703587685956,20736,1.6160693166267777,1.4116933829412945,pos,dn,blue,NO,NO
145,20210520 01:20:00,1.0747,1.0777,1.0705,1.0705,17626.4361192568,1.072329152187569,1.0608294227820336,1.06632,0.009205410308480844,1.0479091793830382,1.0847308206169617,0.007200000000000095,0.0013000000000000789,0.005900000000000016,0.007200000000000095,0.009655000000000014,1.0856299999999999,1.04701,1.0808024999999999,1.0518375,1.075975,1.056665,True,False,False,True,False,False,False,False,False,pink,1.0851,1.046,1.0654374889863354,2.130987488986335,145,0.005006255506832424,21025,0.7259070484907015,1.2269488020471098,pos,dn,blue,NO,NO
146,20210520 01:21:00,1.0744,1.0744,1.0692,1.0717,10920.582589722197,1.0722033217500553,1.061605907003945,1.066765,0.009241341609147441,1.048282316781705,1.085247683218295,0.0052000000000000934,0.0039000000000000146,0.0013000000000000789,0.0052000000000000934,0.009005000000000018,1.084775,1.0487549999999999,1.0802725,1.0532575,1.07577,1.05776,False,False,False,False,False,False,False,False,False,green,1.0851,1.046,1.0660339188499621,2.1315839188499623,146,0.005908040575018925,21316,0.862573923952763,1.1461917926273744,pos,dn,blue,NO,NO
147,20210520 01:22:00,1.0693,1.0706,1.0631,1.0663,8253.541869829172,1.071022657400044,1.0619412051430712,1.06636,0.00906493533521867,1.0482301293295626,1.0844898706704373,0.007500000000000062,0.001100000000000101,0.008600000000000163,0.008600000000000163,0.008855000000000024,1.08407,1.0486499999999999,1.0796425,1.0530774999999999,1.075215,1.057505,False,False,False,False,False,False,False,False,False,green,1.0851,1.046,1.0660592599212224,2.1316092599212224,147,0.0004953700393888205,21609,0.07281939579015662,1.073022166370125,pos,dn,blue,NO,NO
148,20210520 01:23:00,1.0654,1.0783,1.0608,1.0754,21059.471432900016,1.0718981259200353,1.0629025630274116,1.066705,0.0092794325484466,1.0481461349031067,1.0852638650968933,0.01750000000000007,0.01200000000000001,0.00550000000000006,0.01750000000000007,0.009350000000000025,1.0854050000000002,1.0480049999999999,1.08073,1.05268,1.076055,1.057355,True,False,False,False,True,False,False,False,False,yellow,1.0851,1.046,1.0669488545114716,2.1324988545114714,148,0.00915057274426423,21904,1.354284766151106,1.1286390899907506,pos,up,cyan,buy,NO
149,20210520 01:24:00,1.0714,1.077,1.0682,1.077,3675.0014416,1.0729185007360282,1.063909537784418,1.067675,0.009291528399575538,1.0490919432008488,1.086258056799151,0.008799999999999919,0.0016000000000000458,0.007199999999999873,0.008799999999999919,0.008835000000000027,1.085345,1.0500049999999999,1.0809275,1.0544224999999998,1.0765099999999999,1.05884,False,False,False,False,False,False,False,False,False,green,1.0851,1.046,1.0679061067519426,2.1334561067519426,149,0.010271946624028638,22201,1.5305200469802671,1.1069846737533429,pos,dn,blue,NO,NO
150,20210520 01:25:00,1.072,1.072,1.061,1.0687,34469.131220898285,1.0720748005888225,1.0642517183815938,1.068055,0.009162996234863309,1.0497290075302734,1.0863809924697265,0.01100000000000012,0.004999999999999893,0.016000000000000014,0.016000000000000014,0.008945000000000026,1.085945,1.050165,1.0814725,1.0546375,1.077,1.05911,False,False,False,False,False,False,False,False,False,green,1.0851,1.046,1.0679817156533757,2.1335317156533757,150,0.0019341421733121145,22500,0.29012132599681717,0.9573058477519116,pos,dn,blue,NO,NO
151,20210520 01:26:00,1.0657,1.0731,1.0609,1.0686,6412.467881483277,1.0713798404710582,1.064562313907968,1.068695,0.008697154707151078,1.0513006905856979,1.086089309414302,0.012199999999999989,0.0043999999999999595,0.007800000000000029,0.012199999999999989,0.009165000000000024,1.087025,1.050365,1.0824425,1.0549475,1.07786,1.0595299999999999,True,False,False,True,False,False,False,False,False,pink,1.0851,1.046,1.0680405998914255,2.1335905998914253,151,0.0018047000542873448,22801,0.27250970819738907,0.7631797718380927,pos,dn,blue,NO,NO
152,20210520 01:27:00,1.0732,1.075,1.0732,1.0738,526.60692557,1.0718638723768465,1.0652221564845075,1.069315,0.008591077072362865,1.0521328458552743,1.0864971541447257,0.0018000000000000238,0.006399999999999961,0.0045999999999999375,0.006399999999999961,0.008810000000000017,1.086935,1.051695,1.08253,1.0561,1.078125,1.060505,True,False,False,True,False,False,False,False,False,pink,1.0851,1.046,1.0685891143102064,2.1341391143102064,152,0.006730442844896878,23104,1.0230273124243254,0.7172850904759519,pos,dn,blue,NO,NO
153,20210520 01:28:00,1.0745,1.0827,1.0745,1.0788,13284.516846856,1.0732510979014773,1.0661920131716658,1.07045,0.008245860205365978,1.053958279589268,1.086941720410732,0.008199999999999985,0.008899999999999908,0.0006999999999999229,0.008899999999999908,0.00878000000000001,1.08801,1.0528899999999999,1.0836199999999998,1.05728,1.07923,1.06167,True,False,False,True,False,False,False,False,False,pink,1.0851,1.046,1.0695615798108562,2.1351115798108564,153,0.011244210094571772,23409,1.720364144469481,0.7061950077172453,pos,dn,blue,NO,NO
154,20210520 01:29:00,1.0817,1.0817,1.0758,1.0789,16491.773795926772,1.0743808783211817,1.0670997358346443,1.0719400000000001,0.006739779787134847,1.0584604404257305,1.0854195595742697,0.005900000000000016,0.0029000000000001247,0.0029999999999998916,0.005900000000000016,0.008670000000000011,1.08928,1.0546000000000002,1.084945,1.0589350000000002,1.08061,1.0632700000000002,True,False,False,True,False,False,False,False,False,pink,1.0851,1.046,1.070450953325096,2.1360009533250963,154,0.01089952333745181,23716,1.6785265939675789,0.6118771179282598,pos,dn,blue,NO,NO
155,20210520 01:30:00,1.0789,1.0789,1.0721,1.0772,6958.39307939,1.0749447026569454,1.0678211901520143,1.073085,0.005396614435787179,1.0622917711284257,1.0838782288715745,0.006799999999999917,0.0,0.006799999999999917,0.006799999999999917,0.008595000000000009,1.090275,1.055895,1.0859775,1.0601925,1.08168,1.0644900000000002,True,True,False,True,False,True,False,False,False,red,1.0851,1.0545,1.0710937197816006,2.1408937197816007,155,0.006753140109199585,24025,1.0467367169259356,0.4737969921128557,pos,dn,blue,NO,NO
156,20210520 01:31:00,1.0721,1.0763,1.0707,1.0722,260.750082185746,1.0743957621255564,1.0681339650524628,1.0735899999999998,0.004748174164335491,1.0640936516713289,1.0830863483286708,0.005600000000000049,0.0008999999999999009,0.00649999999999995,0.00649999999999995,0.008420000000000006,1.0904299999999998,1.0567499999999999,1.0862199999999997,1.06096,1.08201,1.0651699999999997,True,True,False,True,False,True,False,False,False,red,1.0851,1.0587,1.0711990798181972,2.143099079818197,156,0.0006504600909016389,24336,0.10147177418065567,0.2911904863514628,pos,dn,blue,NO,NO
157,20210520 01:32:00,1.0735,1.0735,1.059,1.0688,9331.54521209,1.0732766097004451,1.0681815393683012,1.07382,0.0043653660846208675,1.0650892678307582,1.0825507321692418,0.014499999999999957,0.0012999999999998568,0.0132000000000001,0.014499999999999957,0.008830000000000005,1.09148,1.05616,1.087065,1.060575,1.0826500000000001,1.0649899999999999,True,True,True,True,False,True,False,True,False,dark_red,1.0851,1.059,1.070970595994994,2.1430205959949937,157,-0.002710297997496891,24649,-0.4255167856070119,0.07659922832433941,pos,dn,blue,NO,NO
158,20210520 01:33:00,1.0685,1.0728,1.0577,1.0605,11850.466153081637,1.0707212877603562,1.0676328537973119,1.073185,0.005286753555635109,1.0626114928887298,1.0837585071112703,0.015099999999999891,0.0040000000000000036,0.011099999999999888,0.015099999999999891,0.009020000000000005,1.0912250000000001,1.055145,1.086715,1.059655,1.082205,1.064165,True,True,False,False,True,False,True,False,False,red,1.0851,1.0577,1.0699733962540356,2.1413733962540356,158,-0.01018669812701778,24964,-1.6094983040688091,-0.17691020977401162,neg,dn,red,NO,NO
159,20210520 01:34:00,1.0575,1.0575,1.0509,1.0537,9833.2723584,1.067317030208285,1.0666376429017783,1.0725149999999999,0.00674617045364245,1.059022659092715,1.0860073409072848,0.006600000000000161,0.0029999999999998916,0.009600000000000053,0.009600000000000053,0.009110000000000017,1.090735,1.0542949999999998,1.08618,1.0588499999999998,1.0816249999999998,1.063405,True,True,False,False,True,False,True,False,False,red,1.0851,1.0509,1.0684235488196476,2.1364235488196477,159,-0.014511774409823763,25281,-2.307372131161978,-0.5334578621271985,neg,dn,red,NO,NO
160,20210520 01:35:00,1.0538,1.0549,1.0497,1.0524,5067.62636604,1.064333624166628,1.0656206617164403,1.071345,0.008049679627499855,1.0552456407450004,1.0874443592549996,0.005199999999999871,0.0011999999999998678,0.0040000000000000036,0.005199999999999871,0.008935000000000004,1.089215,1.053475,1.0847475,1.0579425,1.08028,1.06241,True,False,False,False,True,False,False,False,False,yellow,1.0851,1.0497,1.066897496397792,2.1342974963977923,160,-0.014748748198896156,25600,-2.359799711823385,-0.7815639020088028,neg,dn,red,close,NO
161,20210520 01:36:00,1.0528,1.0591,1.0528,1.058,3442.97736843626,1.0630668993333023,1.0650763254104927,1.070365,0.008432098758542027,1.053500802482916,1.087229197517084,0.006299999999999972,0.006699999999999928,0.00039999999999995595,0.006699999999999928,0.00907,1.088505,1.052225,1.08397,1.05676,1.079435,1.061295,True,False,False,False,True,False,False,False,False,yellow,1.0851,1.0497,1.0660501157114526,2.1334501157114527,161,-0.008725057855726304,25921,-1.4047343147719349,-0.8737703888818005,neg,dn,red,close,NO
162,20210520 01:37:00,1.0575,1.0777,1.0568,1.0686,11912.815373722686,1.064173519466642,1.0653280178807274,1.0699200000000002,0.008269003631197223,1.0533819927376058,1.0864580072623946,0.02090000000000014,0.01970000000000005,0.0012000000000000899,0.02090000000000014,0.009960000000000002,1.0898400000000001,1.0500000000000003,1.0848600000000002,1.0549800000000003,1.0798800000000002,1.0599600000000002,True,False,False,False,True,False,False,False,False,yellow,1.0851,1.0497,1.0662929618541435,2.133692961854144,162,0.0017535190729280892,26244,0.28407008981435045,-0.7633007502530431,neg,up,yellow,close,NO
163,20210520 01:38:00,1.0685,1.0699,1.0598,1.0598,14200.17501750011,1.0632988155733136,1.0649331573802334,1.0688650000000002,0.008139395748949355,1.0525862085021014,1.085143791497899,0.010099999999999998,0.0013000000000000789,0.008799999999999919,0.010099999999999998,0.00998,1.0888250000000002,1.0489050000000002,1.083835,1.0538950000000002,1.0788450000000003,1.058885,True,False,False,False,True,False,False,False,False,yellow,1.0827,1.0497,1.0656745844886881,2.1318745844886884,163,-0.006137292244344117,26569,-1.000378635828091,-0.7843877464462801,neg,dn,red,close,NO
164,20210520 01:39:00,1.0597,1.0608,1.0458,1.0545,23299.94517659,1.061539052458651,1.0641879282070703,1.0677699999999999,0.008535813099129846,1.0506983738017401,1.0848416261982596,0.014999999999999902,0.0009999999999998899,0.014000000000000012,0.014999999999999902,0.010354999999999993,1.08848,1.0470599999999999,1.0833024999999998,1.0522375,1.0781249999999998,1.057415,True,False,False,False,True,False,False,False,False,yellow,1.0827,1.0458,1.0646103382752605,2.1288603382752607,164,-0.00993016913763034,26896,-1.6285477385713758,-0.8948712202989179,neg,dn,red,close,NO
165,20210520 01:40:00,1.0548,1.0606,1.0523,1.0523,5970.239318523653,1.0596912419669207,1.0633387866203452,1.06686,0.009175619870075145,1.0485087602598497,1.08521123974015,0.008299999999999974,0.006099999999999994,0.0021999999999999797,0.008299999999999974,0.010409999999999985,1.08768,1.0460399999999999,1.0824749999999999,1.051245,1.07727,1.05645,True,False,False,False,True,False,False,False,False,yellow,1.0827,1.0458,1.0634379250347754,2.1276879250347753,165,-0.011543962517387651,27225,-1.9047538153689625,-1.067271233833722,neg,dn,red,close,NO
166,20210520 01:41:00,1.0542,1.0553,1.0458,1.0495,18363.13418781285,1.0576529935735366,1.0623502976918102,1.06575,0.009875408052867624,1.0459991838942648,1.0855008161057351,0.009499999999999842,0.0029999999999998916,0.00649999999999995,0.009499999999999842,0.010624999999999973,1.087,1.0445,1.0816875,1.0498125,1.0763749999999999,1.055125,True,False,False,False,True,False,False,False,False,yellow,1.0827,1.0458,1.062110503529738,2.126360503529738,166,-0.013680251764868867,27556,-2.270921792968232,-1.2466841712481163,neg,dn,red,close,NO
167,20210520 01:42:00,1.0516,1.0632,1.0508,1.0531,22295.38250987,1.0567423948588293,1.0616895595541669,1.06509,0.010269930558885306,1.0445501388822296,1.0856298611177706,0.012399999999999967,0.013699999999999823,0.0012999999999998568,0.013699999999999823,0.010879999999999956,1.08685,1.04333,1.08141,1.0487700000000002,1.07597,1.05421,True,False,False,False,True,False,False,False,False,yellow,1.0827,1.0458,1.0612523602936415,2.125502360293641,167,-0.009651180146820648,27889,-1.6117470845190482,-1.3774149234838355,neg,dn,red,close,NO
168,20210520 01:43:00,1.052,1.052,1.0399,1.0457,11229.00216447,1.0545339158870635,1.060547444003134,1.063605,0.010832527770324465,1.041939944459351,1.085270055540649,0.0121,0.0010999999999998789,0.013199999999999878,0.013199999999999878,0.010664999999999947,1.0849349999999998,1.042275,1.0796024999999998,1.0476075,1.0742699999999998,1.05294,False,False,False,False,False,False,False,False,False,green,1.0827,1.0399,1.0597711830559988,2.121071183055999,168,-0.014835591527999403,28224,-2.4923793767038998,-1.5033805026266667,neg,dn,red,close,NO
169,20210520 01:44:00,1.046,1.0504,1.0457,1.0466,5409.17358321,1.0529471327096507,1.0595511946380123,1.0620850000000002,0.01098579345768203,1.0401134130846361,1.0840565869153642,0.0046999999999999265,0.0046999999999999265,0.0,0.0046999999999999265,0.010459999999999947,1.083005,1.0411650000000003,1.0777750000000001,1.0463950000000002,1.072545,1.0516250000000003,False,False,False,False,False,False,False,False,False,green,1.0827,1.0399,1.0585167846185135,2.1198167846185134,169,-0.013308392309256734,28561,-2.2491183002643877,-1.5555041228062367,neg,dn,red,close,NO
170,20210520 01:45:00,1.0469,1.0628,1.0469,1.0587,10782.22213483,1.0540977061677206,1.0594903948303243,1.061585,0.010896077275795724,1.0397928454484084,1.0833771545515916,0.015900000000000025,0.016199999999999992,0.00029999999999996696,0.016199999999999992,0.010469999999999946,1.082525,1.040645,1.0772899999999999,1.0458800000000001,1.072055,1.051115,False,False,False,False,False,False,False,False,False,green,1.0827,1.0399,1.058534233703109,2.1198342337031093,170,-0.0012171168515546782,28900,-0.2069098647642953,-1.4327673305165933,neg,up,yellow,close,NO
171,20210520 01:46:00,1.0556,1.0556,1.0436,1.0436,8488.84192418,1.0519981649341765,1.0583553633226186,1.060335,0.011467954206584592,1.0373990915868307,1.0832709084131693,0.01200000000000001,0.0030999999999998806,0.015099999999999891,0.015099999999999891,0.01061499999999994,1.0815649999999999,1.0391050000000002,1.0762574999999999,1.0444125000000002,1.07095,1.04972,False,False,False,False,False,False,False,False,False,green,1.0827,1.0399,1.0571119256838624,2.1184119256838625,171,-0.015605962841931165,29241,-2.668619645970229,-1.574044586345971,neg,dn,red,close,NO
172,20210520 01:47:00,1.0452,1.05,1.0357,1.0366,13354.8839653,1.0489185319473413,1.0568014045972531,1.058475,0.012164697629664357,1.0341456047406714,1.0828043952593287,0.01429999999999998,0.006399999999999961,0.007900000000000018,0.01429999999999998,0.011009999999999942,1.080495,1.0364550000000001,1.07499,1.0419600000000002,1.069485,1.047465,False,False,False,False,False,False,False,False,False,green,1.0827,1.0357,1.0551584088930115,2.1143584088930116,172,-0.02057920444650585,29584,-3.539623164799006,-1.7335522399308856,neg,dn,red,close,NO
173,20210520 01:48:00,1.0427,1.047,1.0427,1.047,2357.54025231,1.048534825557873,1.0561013025108472,1.056885,0.011423948759656867,1.0340371024806863,1.079732897519314,0.0042999999999999705,0.010399999999999965,0.006099999999999994,0.010399999999999965,0.011084999999999946,1.0790549999999999,1.0347150000000003,1.0735125,1.0402575,1.06797,1.0458,False,False,False,False,False,False,False,False,False,green,1.0817,1.0357,1.0543814175486164,2.1130814175486163,173,-0.009540708774308237,29929,-1.650542617955325,-1.6039078052620503,neg,up,yellow,close,NO
174,20210520 01:49:00,1.0471,1.0644,1.0471,1.05,17867.941932617996,1.0488278604462984,1.0556654941724515,1.0554400000000002,0.010261342889448908,1.0349173142211023,1.075962685778898,0.017300000000000093,0.017400000000000082,9.999999999998899e-05,0.017400000000000082,0.011659999999999948,1.07876,1.0321200000000004,1.0729300000000002,1.0379500000000002,1.0671000000000002,1.0437800000000002,True,False,False,True,False,False,False,False,False,pink,1.0789,1.0357,1.0539641396765176,2.1112641396765177,174,-0.005632069838258813,30276,-0.9799801518570335,-1.3754284881108885,neg,up,yellow,close,NO
175,20210520 01:50:00,1.0525,1.055,1.043,1.0516,6205.08370576,1.0493822883570387,1.0553751011028063,1.05416,0.008912108853163346,1.0363357822936734,1.0719842177063266,0.01200000000000001,0.004999999999999893,0.007000000000000117,0.01200000000000001,0.011919999999999953,1.0779999999999998,1.0303200000000001,1.0720399999999999,1.03628,1.06608,1.04224,True,True,False,True,False,True,False,False,False,red,1.0777,1.0357,1.0537389835118083,2.1104389835118083,175,-0.0036194917559040363,30625,-0.6334110572832063,-1.1274199914615424,neg,up,yellow,close,NO
176,20210520 01:51:00,1.0512,1.0574,1.051,1.0552,5625.52418553795,1.050545830685631,1.055362593856031,1.0533100000000002,0.007848157678555777,1.0376136846428887,1.0690063153571117,0.006399999999999961,0.005799999999999805,0.000600000000000156,0.006399999999999961,0.011914999999999953,1.07714,1.0294800000000004,1.0711825000000001,1.0354375000000002,1.065225,1.0413950000000003,True,True,False,True,False,True,False,False,False,red,1.0777,1.0357,1.0538781279420737,2.110578127942074,176,-8.906397103713992e-05,30976,-0.015675258902536626,-0.8600551620404717,neg,up,yellow,close,NO
177,20210520 01:52:00,1.0552,1.0552,1.0443,1.0466,33399.3272708464,1.0497566645485048,1.0547366931263775,1.0522,0.007073746866897842,1.0380525062662043,1.0663474937337958,0.01089999999999991,0.0,0.01089999999999991,0.01089999999999991,0.01173499999999995,1.07567,1.0287300000000001,1.0698025,1.0345975,1.063935,1.040465,True,True,False,True,False,True,False,False,False,red,1.0777,1.0357,1.0531849728872675,2.1098849728872677,177,-0.00834248644363389,31329,-1.4766201005231985,-0.7785192964774833,neg,up,yellow,close,NO
178,20210520 01:53:00,1.0475,1.0552,1.0475,1.0535,16764.4420516,1.050505331638804,1.0546483577499293,1.05185,0.006809706694363756,1.0382305866112724,1.0654694133887275,0.007699999999999818,0.008599999999999941,0.0009000000000001229,0.008599999999999941,0.011409999999999953,1.0746699999999998,1.0290300000000001,1.068965,1.034735,1.0632599999999999,1.04044,True,True,False,True,False,True,False,False,False,red,1.0777,1.0357,1.05321497546993,2.1099149754699305,178,-0.0014574877349651238,31684,-0.25943281682379205,-0.635837186982905,neg,up,yellow,close,NO
